transaction_id,gateway,amount,status,failure_reason,date
94050789,TPSL,64218,Success,,09/02/2024
57123457,TPSL,449244,Failed,Gateway Timeout,15/09/2024
19705179,Cybersource,759994,Success,,29/01/2024
84127901,TPSL,562677,Success,,05/10/2024
29307622,IMSL,940615,Success,,18/05/2024
11807165,IMSL,284060,Success,,22/07/2024
21990609,Hitachi,868410,Success,,14/04/2024
96498312,Hitachi,445886,Failed,Configuration Error,16/04/2024
94512213,IMSL,925229,Success,,03/08/2024
46434139,Hitachi,28332,Failed,Downtime,26/03/2024
63790099,Paynxt,632427,Success,,27/11/2024
50799010,Hitachi,364825,Success,,26/06/2024
42092037,Paynxt,65962,Failed,Gateway Timeout,04/09/2024
58060291,Cybersource,385740,Failed,Configuration Error,22/12/2024
28882798,TPSL,760886,Success,,24/05/2024
28241168,Cybersource,967170,Failed,Configuration Error,20/08/2024
38650377,TPSL,757568,Success,,12/12/2024
19773431,Hitachi,881189,Failed,Risk,28/05/2024
21509031,Hitachi,604246,Failed,Incorrect credentials,11/10/2024
61260431,TPSL,256690,Success,,17/12/2024
91645250,Paynxt,785293,Success,,28/10/2024
94361717,Cybersource,756329,Success,,27/12/2024
32159320,TPSL,887385,Success,,29/10/2024
95583520,TPSL,686487,Success,,20/05/2024
66264581,Hitachi,643327,Failed,Gateway Timeout,14/01/2024
61056873,Paynxt,30338,Failed,Incorrect credentials,07/01/2024
87625345,TPSL,915078,Success,,22/10/2024
90471689,Paynxt,431512,Failed,Incorrect credentials,03/05/2024
23610028,Paynxt,386796,Success,,01/08/2024
29806826,Cybersource,648488,Failed,Configuration Error,11/08/2024
56957519,TPSL,753866,Success,,11/04/2024
29979466,Hitachi,105917,Failed,Incorrect credentials,17/11/2024
24631906,TPSL,120763,Failed,Gateway Timeout,20/08/2024
12190626,Paynxt,248215,Failed,Configuration Error,22/08/2024
79085023,IMSL,72721,Failed,Risk,20/11/2024
34756596,Cybersource,256014,Failed,Risk,15/07/2024
41650195,Hitachi,986339,Failed,Risk,08/07/2024
99309181,Paynxt,832105,Success,,01/09/2024
21028104,TPSL,906325,Success,,24/09/2024
92172987,Hitachi,671806,Success,,15/02/2024
60751769,Paynxt,165438,Failed,Downtime,13/09/2024
14768602,Hitachi,561588,Failed,Downtime,07/10/2024
87868668,IMSL,596152,Failed,Configuration Error,13/12/2024
42361015,Hitachi,933347,Failed,Incorrect credentials,21/04/2024
93871510,Paynxt,990373,Failed,Risk,27/04/2024
75218596,Cybersource,953899,Success,,17/07/2024
16944125,IMSL,556121,Failed,Risk,15/10/2024
39146386,IMSL,636544,Success,,04/11/2024
98945062,Hitachi,723945,Failed,Risk,02/07/2024
71816581,Hitachi,2511,Failed,Configuration Error,22/10/2024
99090664,Cybersource,316935,Success,,14/04/2024
17778310,TPSL,427372,Failed,Incorrect credentials,25/03/2024
10163555,Paynxt,947341,Success,,08/02/2024
63458895,Cybersource,123069,Success,,09/01/2024
89186064,Hitachi,505857,Success,,05/01/2024
45871594,Paynxt,314723,Success,,30/11/2024
28065737,Paynxt,787743,Failed,Downtime,31/01/2024
96653662,Paynxt,376777,Failed,Configuration Error,03/04/2024
66728390,IMSL,36713,Failed,Incorrect credentials,23/02/2024
20037819,TPSL,728290,Failed,Downtime,29/05/2024
20970458,Cybersource,403240,Success,,10/10/2024
87505611,Hitachi,117600,Failed,Risk,24/02/2024
64735830,Paynxt,802663,Failed,Risk,05/03/2024
48309626,TPSL,442351,Success,,03/06/2024
15082628,IMSL,245427,Success,,16/11/2024
48441307,Cybersource,70191,Success,,10/07/2024
71864202,IMSL,594276,Success,,11/03/2024
57651646,Cybersource,794339,Failed,Risk,02/07/2024
50498257,IMSL,623092,Success,,24/10/2024
96023980,Cybersource,856782,Failed,Gateway Timeout,21/03/2024
18312479,IMSL,793874,Failed,Downtime,13/08/2024
26603542,Hitachi,595437,Success,,16/10/2024
24289318,Cybersource,2086,Failed,Gateway Timeout,05/05/2024
46490348,TPSL,160067,Failed,Downtime,15/03/2024
30823089,Paynxt,641837,Failed,Configuration Error,09/08/2024
55415092,TPSL,749005,Success,,05/05/2024
69866735,IMSL,292933,Failed,Risk,21/02/2024
72487512,Cybersource,33287,Failed,Gateway Timeout,01/05/2024
85882465,Cybersource,511020,Success,,15/02/2024
79910184,IMSL,874676,Success,,29/08/2024
73899879,IMSL,104041,Failed,Gateway Timeout,26/12/2024
17896217,TPSL,353738,Failed,Risk,21/10/2024
63088741,Paynxt,680764,Success,,26/11/2024
70756047,Paynxt,167515,Success,,15/05/2024
38213515,Cybersource,563930,Failed,Gateway Timeout,17/11/2024
37597478,Cybersource,49015,Failed,Downtime,12/02/2024
72577254,TPSL,558169,Success,,02/01/2024
66816026,Hitachi,313902,Success,,12/07/2024
84288280,TPSL,856761,Success,,26/02/2024
75572756,IMSL,522020,Failed,Risk,13/03/2024
41380885,Cybersource,158847,Failed,Risk,08/10/2024
49828620,IMSL,533632,Success,,29/06/2024
52258239,Cybersource,53878,Success,,18/02/2024
27823605,Paynxt,651413,Success,,17/07/2024
43651078,IMSL,930368,Success,,19/04/2024
47782449,Paynxt,718491,Success,,22/04/2024
84629290,IMSL,174902,Success,,28/05/2024
56254877,IMSL,847869,Failed,Configuration Error,30/04/2024
18776687,TPSL,678595,Failed,Risk,02/06/2024
56046369,TPSL,199934,Success,,19/03/2024
87334637,Paynxt,667239,Success,,06/03/2024
65886301,IMSL,912422,Failed,Incorrect credentials,18/12/2024
49611686,TPSL,437804,Failed,Downtime,10/04/2024
88565730,Hitachi,892227,Failed,Downtime,14/04/2024
37198687,Hitachi,651404,Failed,Risk,29/05/2024
90540434,Paynxt,859731,Success,,11/12/2024
10259029,IMSL,618803,Failed,Risk,06/05/2024
36250412,TPSL,431777,Failed,Configuration Error,09/02/2024
85398330,Cybersource,349428,Success,,24/08/2024
71500722,Cybersource,445598,Success,,09/10/2024
39156858,Paynxt,661063,Failed,Gateway Timeout,30/08/2024
76057093,TPSL,457756,Failed,Configuration Error,10/03/2024
91090566,TPSL,86558,Failed,Downtime,15/08/2024
49541561,IMSL,868767,Success,,02/05/2024
58574489,Paynxt,718223,Success,,15/06/2024
12207724,Paynxt,369164,Failed,Gateway Timeout,16/12/2024
88018109,IMSL,135855,Success,,27/07/2024
43202991,Hitachi,5929,Success,,01/05/2024
46049540,Paynxt,614655,Success,,14/04/2024
40488111,Paynxt,728913,Failed,Risk,22/04/2024
29609584,Cybersource,461824,Failed,Gateway Timeout,30/03/2024
55215846,Cybersource,580003,Failed,Configuration Error,01/06/2024
96783808,Hitachi,424124,Success,,09/12/2024
77634969,Paynxt,986560,Failed,Downtime,28/02/2024
44858596,IMSL,111578,Failed,Risk,28/05/2024
54578882,Paynxt,866928,Success,,21/01/2024
38564371,IMSL,542740,Failed,Incorrect credentials,14/01/2024
60446771,Hitachi,342171,Failed,Gateway Timeout,15/11/2024
28095960,Cybersource,600149,Failed,Configuration Error,01/03/2024
33947614,IMSL,896337,Success,,12/08/2024
42387702,TPSL,55045,Failed,Configuration Error,12/05/2024
53443137,Hitachi,384447,Success,,17/03/2024
30662014,Cybersource,143233,Success,,03/06/2024
80715290,Hitachi,619781,Failed,Configuration Error,17/10/2024
12638444,Paynxt,524284,Success,,27/04/2024
19649523,Hitachi,602764,Success,,06/03/2024
91440982,Cybersource,998235,Failed,Gateway Timeout,29/11/2024
95449647,Cybersource,185812,Success,,06/05/2024
40410767,Hitachi,79362,Failed,Configuration Error,12/11/2024
26398336,IMSL,992581,Success,,12/05/2024
96236926,Cybersource,497027,Failed,Configuration Error,09/01/2024
53194776,Cybersource,287584,Success,,06/12/2024
32359101,IMSL,812704,Failed,Incorrect credentials,21/06/2024
46914639,TPSL,754478,Success,,15/02/2024
63050936,Paynxt,571045,Success,,27/10/2024
31555648,Cybersource,530125,Failed,Configuration Error,18/02/2024
75326360,TPSL,60218,Failed,Downtime,05/06/2024
48894018,Paynxt,519825,Failed,Risk,22/10/2024
81461758,Hitachi,706233,Success,,22/11/2024
24453531,Paynxt,901390,Failed,Configuration Error,25/10/2024
33921578,TPSL,86199,Success,,29/09/2024
63282142,TPSL,628415,Success,,17/02/2024
49517161,Cybersource,295341,Success,,14/12/2024
31973771,TPSL,726230,Failed,Configuration Error,30/07/2024
84205224,TPSL,67303,Success,,01/08/2024
90029984,Hitachi,729146,Success,,23/11/2024
10810882,Paynxt,301113,Failed,Risk,27/01/2024
74823051,Cybersource,931455,Failed,Downtime,05/06/2024
41689308,TPSL,33680,Success,,08/11/2024
32725693,IMSL,378765,Failed,Incorrect credentials,05/09/2024
47750124,IMSL,991811,Failed,Downtime,05/06/2024
56571520,Paynxt,58168,Success,,05/10/2024
15970666,IMSL,606670,Failed,Gateway Timeout,29/01/2024
90693447,IMSL,373208,Failed,Risk,26/04/2024
94411110,TPSL,264655,Success,,09/05/2024
68075830,Cybersource,217648,Failed,Downtime,05/06/2024
27489700,IMSL,953631,Success,,18/03/2024
15401689,Hitachi,262350,Success,,17/11/2024
13835287,Paynxt,733511,Success,,30/03/2024
96262332,TPSL,109925,Failed,Gateway Timeout,21/10/2024
24143135,Cybersource,369429,Failed,Configuration Error,17/04/2024
87837500,IMSL,869708,Failed,Risk,07/04/2024
10136392,Hitachi,327897,Success,,22/07/2024
13795417,Cybersource,294578,Success,,31/12/2024
16778202,Hitachi,290470,Success,,19/04/2024
44880904,Paynxt,668925,Success,,22/10/2024
15368587,TPSL,618038,Failed,Incorrect credentials,04/10/2024
67064154,Hitachi,139299,Success,,14/08/2024
12956982,Hitachi,349254,Failed,Downtime,26/06/2024
35652270,Paynxt,550923,Success,,05/12/2024
44748540,IMSL,467292,Failed,Downtime,02/08/2024
17391098,Paynxt,256038,Failed,Configuration Error,02/02/2024
77803468,Cybersource,283600,Success,,10/11/2024
53307999,TPSL,859439,Success,,20/07/2024
41529343,Cybersource,893508,Success,,06/05/2024
84400339,IMSL,780823,Failed,Downtime,22/02/2024
29232230,Hitachi,130900,Failed,Risk,26/02/2024
53824092,IMSL,567173,Success,,21/11/2024
34591766,TPSL,218017,Failed,Incorrect credentials,21/05/2024
81077569,Hitachi,552071,Failed,Downtime,26/12/2024
32406424,TPSL,157360,Failed,Configuration Error,22/10/2024
90934179,IMSL,118909,Success,,08/03/2024
57648408,IMSL,675302,Success,,24/12/2024
87213150,IMSL,98887,Success,,11/07/2024
44884152,TPSL,399099,Failed,Downtime,18/01/2024
55578005,Cybersource,778413,Failed,Configuration Error,15/04/2024
78848897,IMSL,666040,Failed,Configuration Error,17/02/2024
41639866,TPSL,364616,Failed,Configuration Error,01/05/2024
99586078,IMSL,524909,Success,,22/01/2024
28968363,Paynxt,281046,Failed,Configuration Error,14/02/2024
13529366,Paynxt,741913,Success,,11/09/2024
53960220,IMSL,258752,Failed,Incorrect credentials,04/02/2024
37453488,Cybersource,969704,Success,,01/09/2024
70698895,Paynxt,214519,Failed,Incorrect credentials,19/10/2024
90867010,Hitachi,233095,Failed,Configuration Error,14/04/2024
43303906,Hitachi,455086,Failed,Risk,11/01/2024
15464839,TPSL,933732,Success,,10/09/2024
27192122,Cybersource,832536,Failed,Gateway Timeout,22/07/2024
77280592,Cybersource,149093,Success,,14/03/2024
95064223,Cybersource,337438,Failed,Configuration Error,26/01/2024
38540111,TPSL,893189,Success,,10/04/2024
81226568,Hitachi,936416,Failed,Gateway Timeout,06/10/2024
45560375,Paynxt,616225,Failed,Incorrect credentials,21/05/2024
76532915,TPSL,629485,Failed,Configuration Error,09/08/2024
45786216,IMSL,727512,Success,,21/02/2024
10283724,Hitachi,52675,Failed,Downtime,07/12/2024
38916001,Paynxt,649198,Failed,Gateway Timeout,14/02/2024
88886157,Cybersource,41542,Success,,05/05/2024
22522921,Hitachi,431317,Failed,Risk,14/09/2024
10020110,Paynxt,381578,Success,,27/01/2024
13398452,Hitachi,497411,Failed,Gateway Timeout,31/08/2024
16070082,Hitachi,214757,Failed,Gateway Timeout,02/01/2024
39577647,IMSL,650434,Success,,12/04/2024
19296621,TPSL,895503,Success,,14/09/2024
90482269,Cybersource,155869,Success,,03/08/2024
80792443,Cybersource,352917,Success,,16/10/2024
70448835,IMSL,958149,Failed,Risk,28/07/2024
74886801,Hitachi,523086,Failed,Downtime,15/08/2024
83986803,IMSL,884176,Success,,17/11/2024
84047732,Hitachi,191040,Success,,23/11/2024
75111327,Paynxt,870114,Success,,07/09/2024
87237641,Cybersource,573585,Success,,28/09/2024
81970368,IMSL,739798,Success,,17/03/2024
77386249,IMSL,371809,Failed,Gateway Timeout,11/12/2024
96473649,Cybersource,86440,Success,,25/08/2024
33470935,IMSL,427631,Success,,30/05/2024
34748696,IMSL,196632,Success,,12/12/2024
66483354,Cybersource,874965,Failed,Gateway Timeout,04/12/2024
61795803,Hitachi,344449,Success,,16/05/2024
20190238,TPSL,46844,Success,,21/03/2024
44769217,Hitachi,896881,Failed,Configuration Error,02/08/2024
50473295,TPSL,875941,Failed,Gateway Timeout,25/12/2024
66737581,Cybersource,568362,Failed,Gateway Timeout,03/06/2024
96597824,Paynxt,41700,Failed,Gateway Timeout,24/08/2024
62715246,TPSL,462128,Failed,Downtime,07/04/2024
43982763,IMSL,298010,Success,,19/07/2024
94131185,TPSL,707854,Failed,Gateway Timeout,20/10/2024
27928101,Paynxt,876729,Failed,Risk,29/10/2024
26919241,TPSL,74231,Failed,Downtime,22/12/2024
87832461,Cybersource,366491,Success,,13/05/2024
43058330,Cybersource,774540,Success,,26/03/2024
10268325,IMSL,289469,Failed,Incorrect credentials,25/05/2024
49931870,Paynxt,233207,Failed,Configuration Error,04/11/2024
19970749,IMSL,673705,Success,,01/05/2024
46360750,Paynxt,104122,Success,,26/12/2024
20464418,IMSL,151690,Failed,Gateway Timeout,31/07/2024
96923698,Cybersource,693827,Failed,Configuration Error,10/09/2024
20361545,IMSL,618794,Success,,04/08/2024
36324450,TPSL,798785,Failed,Configuration Error,09/06/2024
28999188,Cybersource,814309,Failed,Risk,02/09/2024
75488913,IMSL,89570,Failed,Downtime,16/07/2024
82269486,Paynxt,600463,Success,,11/11/2024
68951786,Hitachi,639315,Success,,09/12/2024
89482135,Cybersource,439276,Success,,29/08/2024
45375534,Hitachi,162812,Failed,Incorrect credentials,24/05/2024
37668411,Hitachi,9478,Failed,Incorrect credentials,16/11/2024
36971856,TPSL,491673,Success,,22/06/2024
55704548,Cybersource,945367,Failed,Gateway Timeout,11/12/2024
49684200,Paynxt,839316,Failed,Configuration Error,12/02/2024
56345046,TPSL,891765,Failed,Configuration Error,07/09/2024
70538461,IMSL,383390,Success,,08/11/2024
36090503,Cybersource,975287,Failed,Incorrect credentials,03/01/2024
46157609,Paynxt,605967,Failed,Incorrect credentials,05/05/2024
46677929,TPSL,137007,Success,,28/09/2024
72426263,Cybersource,972601,Failed,Incorrect credentials,02/11/2024
85813852,TPSL,721575,Failed,Incorrect credentials,16/07/2024
58325388,Cybersource,782110,Failed,Risk,01/12/2024
61042304,Paynxt,180620,Success,,21/11/2024
71459547,IMSL,93306,Failed,Configuration Error,17/09/2024
58853231,Hitachi,543953,Failed,Risk,07/08/2024
51474110,Paynxt,312221,Failed,Incorrect credentials,31/03/2024
50324946,Hitachi,507686,Failed,Risk,29/10/2024
73894393,Cybersource,422010,Success,,13/04/2024
75821571,TPSL,55318,Success,,21/05/2024
57679886,IMSL,646689,Success,,04/04/2024
70128567,IMSL,690802,Success,,27/03/2024
97523802,IMSL,85866,Success,,17/03/2024
58533561,TPSL,757303,Failed,Incorrect credentials,25/08/2024
37470934,Hitachi,130176,Failed,Downtime,09/05/2024
65903641,IMSL,304762,Failed,Downtime,19/05/2024
77386741,TPSL,202967,Failed,Incorrect credentials,21/10/2024
78963960,TPSL,367341,Failed,Downtime,31/12/2024
13080167,Paynxt,67602,Failed,Gateway Timeout,22/12/2024
25466232,IMSL,821718,Success,,01/01/2024
15135825,Paynxt,934689,Failed,Downtime,31/03/2024
78501576,IMSL,691666,Success,,28/02/2024
89702893,Hitachi,303365,Success,,20/10/2024
15143556,IMSL,510823,Success,,11/04/2024
46354723,Paynxt,614938,Failed,Incorrect credentials,12/03/2024
73218242,Hitachi,275788,Failed,Risk,15/10/2024
66692303,Hitachi,712968,Success,,26/08/2024
90134776,IMSL,438848,Success,,20/11/2024
91415200,Hitachi,917828,Success,,27/04/2024
12249039,TPSL,86600,Success,,20/07/2024
60205517,Hitachi,482258,Failed,Configuration Error,20/06/2024
40582643,Hitachi,903567,Success,,06/07/2024
65825013,Hitachi,829101,Failed,Risk,24/03/2024
99319447,Hitachi,169901,Success,,02/01/2024
72455503,IMSL,428076,Success,,18/06/2024
22322414,IMSL,16192,Failed,Risk,06/09/2024
25441737,IMSL,390769,Failed,Configuration Error,23/07/2024
61957108,Paynxt,564352,Failed,Gateway Timeout,25/04/2024
80429297,Cybersource,901491,Failed,Downtime,26/10/2024
15307585,Cybersource,693608,Failed,Gateway Timeout,26/06/2024
60413895,IMSL,806175,Success,,09/10/2024
88990304,Cybersource,751925,Failed,Incorrect credentials,25/11/2024
18700502,Cybersource,5960,Failed,Gateway Timeout,09/09/2024
93307704,IMSL,24590,Failed,Risk,16/07/2024
69259626,TPSL,511864,Success,,23/04/2024
34562205,TPSL,577295,Failed,Downtime,02/12/2024
86794154,Hitachi,960988,Failed,Gateway Timeout,17/06/2024
95631783,Cybersource,824042,Success,,26/07/2024
11104420,Cybersource,248064,Failed,Configuration Error,14/05/2024
46079433,TPSL,878696,Failed,Downtime,19/12/2024
91454575,TPSL,450442,Success,,01/05/2024
55351447,IMSL,210504,Failed,Configuration Error,17/01/2024
49773307,TPSL,995521,Failed,Configuration Error,05/06/2024
84265374,Cybersource,38792,Success,,15/05/2024
48121968,Hitachi,698693,Success,,31/05/2024
48781242,Cybersource,202074,Success,,02/10/2024
48169197,Cybersource,883452,Success,,14/02/2024
95803193,TPSL,284394,Success,,17/04/2024
53941030,Cybersource,843911,Success,,05/05/2024
67819169,TPSL,659592,Success,,06/06/2024
45167889,Paynxt,818515,Failed,Incorrect credentials,27/09/2024
42930427,IMSL,845878,Success,,19/03/2024
86704977,IMSL,893630,Success,,07/05/2024
60158729,TPSL,380790,Failed,Incorrect credentials,17/05/2024
90121635,Cybersource,639280,Failed,Incorrect credentials,18/11/2024
